fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type
8.48419109189757,0.6292645592891211,0.15055158053315928,2.645588122530093,0.08843749520752896,17.0,43.0,0.9967608077579094,3.322279406126505,0.6656250479247104,11.210662356717012,0
8.148285129049935,0.6071217260662839,0.0,1.7034297419001334,0.07278143930075123,6.0,14.0,0.9963269872456527,3.2626429059125055,0.6096570258099867,9.822999317224923,0
7.231052701737769,0.6114933622946184,0.2657106069984344,2.3267104736966733,0.09457106069984345,7.0,20.0,0.9966516183456319,3.387578919304892,0.6004342228041096,10.11986857890998,0
7.7,0.6828158250603462,0.2235920874698269,1.9718417493965381,0.08543683498793077,17.64079125301731,94.71841749396538,0.9961359208746983,3.313592087469827,0.48,9.5,0
8.058802996049364,0.40352119841974515,0.345891935176964,1.9470656679835456,0.08300038785240092,8.0,19.0,0.9957334940487517,3.342942089064473,0.5876486558628273,11.152973117256547,0
9.673772285546306,0.27820696160766784,0.4817930383923322,2.0330949910031872,0.06915164607079866,26.35860767846644,46.0,0.9971661899820063,3.2984835392920133,0.9969670785840271,10.52827846430671,0
5.888504323191918,0.642786302573025,0.26090598407510396,2.0181196815020788,0.030139315128651253,34.09059840751039,98.0905984075104,0.9919574870988178,3.489128191098753,0.4997905915681523,11.60452992037552,0
7.005245732800505,0.6352622866400253,0.006491808906649844,2.2245904453324923,0.08336720129603532,14.350819109335015,39.0,0.9957567532372826,3.3505245732800506,0.5475409554667507,10.238689425063976,0
8.947392366193629,0.5507583715182732,0.22947847323872594,2.473696183096815,0.10004736895139985,26.362559796559093,55.0,0.9968501890075097,3.2271327735526825,0.6618720101720453,10.93625597965591,0
10.48342871540093,0.331371402176496,0.49194285474331784,2.6748569268986038,0.07477141897327129,6.194285474331782,21.0,0.9985445716205346,3.26,0.8735999832032247,10.91371402176496,0
8.565635896559522,0.44687282068809553,0.3559451275916657,2.299226922419642,0.07603092310321433,32.0,58.32817948279761,0.9973994315464804,3.33,0.6154812810434508,10.521994862154747,0
7.820905937370685,0.4589198129396724,0.11944256200860148,1.6790940626293154,0.07202787189956993,17.209059373706847,30.790940626293153,0.9958982575031036,3.3216376250517263,0.58717771858189,10.250871248448215,0
9.032249326499754,0.28508130051251845,0.47322493264997545,1.850813005125184,0.0668306233162494,25.830623316249387,46.16937668375061,0.9966017615234247,3.321693766837506,1.0247560984624449,10.633875336750123,0
9.080015872530646,0.44700833307858867,0.3333306879115592,2.7200238087959674,0.07260071426387903,18.533306879115592,72.0,0.9976094568745302,3.3526645503292474,0.6313283070319624,10.819944446142742,0
8.507147160432064,0.33,0.3992852839567937,2.8178679010801577,0.0663749246924389,9.517867901080159,19.48213209891984,0.9944775045184537,3.338570567913587,0.7492852839567937,12.33749246924389,0
8.295454773758255,0.5222727805435929,0.3213635678725233,2.9,0.07811363902717965,21.636365158388372,127.47727386879127,0.9976922729479664,3.23,0.6072726968322326,9.431818257919419,0
9.522123869644606,0.8838938065177697,0.27221238696446065,2.322123869644606,0.08444247739289214,30.778761303553935,145.44247739289213,0.9978221238696446,3.24,0.53,9.4,0
12.004629669527441,0.47190904010352397,0.530471134423108,2.0523965094673597,0.0703809912736684,15.3809912736684,40.0,0.9999047113442311,3.185727120310572,0.539528865576892,9.15239650946736,0
7.827565165004322,0.5835970903898013,0.31551303300086436,2.6084057388936905,0.08523362295557475,27.80840573889369,51.80840573889369,0.9968735477876698,3.3444869669991357,0.6238318852221262,10.723362295557477,0
11.099839861726746,0.45236236107489736,0.4511651667101232,2.1881881946255133,0.15547887774590968,26.647247221497945,66.35275277850205,0.9984292893060264,3.1664724722149793,0.7705825833550616,10.72944944429959,0
7.146149968380891,0.45230889872594493,0.1338449905142674,1.8153833227936305,0.07553855632846711,18.0,34.61538892402123,0.996184622278434,3.378462227843397,0.7338449905142674,10.4999943987724,0
7.716350390685328,0.47855472652027065,0.16867883790419871,3.3691968745173786,0.09044671288489387,47.83649609314672,105.67299218629344,0.9972723356442447,3.265408759767133,0.6672335644244693,9.454087597671332,0
10.650799505622008,0.6006150061797249,0.45958706693480833,2.4180284654904303,0.09124600247188996,13.0,49.0,0.9980114566837919,3.167868564366029,0.6257371287320573,11.0,0
7.426978048632275,0.6039299390577381,0.0261868291793651,1.9932554878419313,0.07447211585106481,13.067445121580688,38.0,0.9975420495118542,3.4766277439209654,0.65,9.746043902735451,0
9.511864376574158,0.47186437657415803,0.24830506360191062,2.7118643765741584,0.09164406870277526,14.11864376574158,44.23728753148316,0.9979881356234258,3.1188135623425843,0.7613558778334845,10.0,0
6.926500230799412,0.6507873326704263,0.0699375865497795,2.093374942300147,0.08,7.93374942300147,33.13250115399706,0.9982943111440534,3.6568122980505144,0.6940998615203527,9.593374942300146,0
12.363226709632931,0.4873546580734137,0.5342586967430519,2.136773290367069,0.08330959613303618,5.3161335481646566,14.316133548164657,0.9997574130325695,3.1267732903670686,0.5759374257108024,9.789680128898794,0
11.59104379849275,0.42847293679554044,0.5587371138925308,3.2557989862385766,0.07844201013761423,18.063144305373463,64.46842784731327,0.9996955218992464,3.1562113416775923,0.6896327340432558,10.312628861074693,0
10.851011408823256,0.5260809127058605,0.48967340939215503,4.6,0.11649768320391318,10.0,17.09797718235349,1.000105288723725,3.0788179464118137,0.5675115839804341,11.716329530392247,0
7.175596191822009,0.45755961918220084,0.35866057122669875,2.467082665724594,0.08123155811004208,22.475596191822007,54.0,0.9968043593173542,3.42,0.9602495994347564,9.934165331449188,0
7.781549621000547,0.7517433236256148,0.03592251894997268,1.6815496210005465,0.04674721399505191,4.0,8.592251894997268,0.9966077481050027,3.3836900757998905,0.4129152652996175,9.27767556849918,0
10.251634356407465,0.334509693077761,0.45,6.367756237604976,0.07267756237604975,5.1612188119751226,13.161218811975122,0.9975064930890545,3.2267756237604974,0.7667977920482095,12.471024950419903,0
11.565640960350066,0.5334359039649934,0.6771795198249672,3.9076927973745073,0.12203077118949802,6.0,14.343590396499343,0.9980061542378996,3.0362563841400263,0.7709231356849409,11.603077118949804,0
8.2596112703156,0.43692378223161144,0.29307621776838855,3.3624961795787716,0.07902884909263172,7.028849092631714,33.97115090736828,0.9978964439828001,3.3692317096421482,0.6128849092631714,10.474035816631456,0
8.8,0.522437762212905,0.35890559446773745,2.312437762212905,0.07838309091232235,9.562188811064525,42.0,0.9976442790211903,3.3432339161274163,0.6206467832254833,9.937811188935475,0
6.914425982933184,0.5471475327644395,0.13,2.1429506552887894,0.07528524672355605,15.0,35.28524672355606,0.9962993454129785,3.4313116808890136,0.6042623361778027,9.728524672355604,0
7.420535135769805,0.665892972846039,0.124107027153961,1.6547603620528135,0.17894960338570026,5.068450452566017,20.931549547433985,0.9960205351357698,3.3831549547433983,0.5441070271539611,9.547915316796212,0
8.307633102928104,0.5034348963176467,0.6089966107111109,1.8,0.37710464625934637,18.164666008366012,56.0,0.9965622468575739,3.02835333991634,1.1207633102928103,9.2582333004183,0
8.958179242582249,0.8313655680633141,0.15443528188454414,3.4674537727746744,0.08730184908901302,4.116358485164496,14.0,0.9993185490603849,3.4225462272253258,0.52,11.406913211868403,0
8.983838750660952,0.2706397917768255,0.3377440832892698,1.9144785424377786,0.05990236668429208,13.0,27.0,0.9946876109193545,3.2135355002643813,0.7431989588841276,11.545118334214605,0
9.683116100606895,0.6372383985392372,0.39615178417858454,3.138482158214155,0.083799731943216,21.0,59.0,0.9987917285984569,3.3663089294928494,0.7075392863285661,11.413875021499816,0
6.997066639482983,0.7575711194927468,0.09955999592244746,2.067644453505672,0.07261777732471639,12.0,20.0,0.9957644000407755,3.371173344206807,0.5467644453505672,10.032355546494328,0
10.969278780674232,0.21228848773030745,0.48844833531458637,2.0153606096628844,0.3283306177719455,6.0,18.0,0.9979537621338201,3.2800312074382503,0.7361130364269033,10.415516646854137,0
8.090132825483591,0.677413317174478,0.0,2.151733656510442,0.08255200969531326,8.0,19.0,0.9972616801800558,3.2841866481994035,0.6590667590029834,9.548266343489558,0
7.485464365608596,0.5914535634391405,0.09303980276645109,2.0,0.08244933662055916,7.449336620559149,28.449336620559148,0.9976964717618667,3.5048009861677447,0.6033474227286042,9.48986732411183,0
7.640320775613325,0.4575083933980377,0.1549944044013082,2.222566204906602,0.07793584487733496,14.403207756133252,57.403207756133256,0.9960129429365069,3.37,0.5890264819626407,10.904811634199879,0
8.716822005237587,0.6208131393191137,0.15996271874297935,2.350093203142552,0.06982805182192207,10.166355989524828,42.16635598952483,0.9970164491926674,3.2099627187429793,0.5800186406285103,9.450093203142552,0
6.803861894819011,0.8403279463894469,0.032586840188399566,2.355598698587003,0.06559072306122986,7.0,13.0,0.9959256375273153,3.502200650706498,0.5762934200941998,10.8,0
7.561183102010322,0.4138816897989678,0.4201295836185799,1.8447324080412886,0.08489464816082577,15.61183102010322,42.611831020103224,0.9979223662040206,3.4140112734175476,0.64,9.061183102010322,0
6.996299068318493,0.3761887855840539,0.4336112150619435,3.155252342123714,0.08691364492743149,38.07252335663742,159.77158876814212,0.9948598878623005,3.2724074767079623,0.7954018698229879,10.929009342654966,0
7.480870011139569,0.3772331813118378,0.4297865450494702,2.5489327252473513,0.06574466362623677,22.51067274752649,48.0,0.995093201824258,3.3102134549505298,0.8451067274752648,11.372331813118379,0
5.496448090996762,0.32635245909278776,0.22988387953950543,1.8,0.10035314204467176,12.894125681786871,49.89412568178687,0.9957582308750172,3.3789412568178685,0.5468237704536062,9.27411202274919,0
6.641959073394622,0.730619507683349,0.03903874518352094,2.3354897683486553,0.12234758493115386,6.0,12.0,0.9948108515635314,3.467726602293496,0.5596856756881176,11.012938610091933,0
7.282634503441544,0.5369461986233824,0.10784415240908074,2.5892207620454037,0.07934730993116912,16.0,36.41317251720772,0.9960366456165194,3.3758682748279227,0.5628144734513052,10.382634503441544,0
7.459341659916741,0.3446152095145703,0.43675822925104074,2.3082406325936664,0.06632417707489593,22.0,48.64835414979185,0.9948297797945355,3.325934165991674,0.7621975020249776,11.629670829958371,0
12.944392228413154,0.562397580672733,0.5515312316264368,3.8556077715868455,0.09760711877008302,5.341840175702426,14.341840175702426,1.000179583578314,3.171376759588442,0.804949633383461,11.934184017570242,0
6.228043255856503,0.6873805348645737,0.145092430225112,4.910708022968606,0.07557935116215246,13.0,26.929891860358744,0.9960349145113471,3.530184860450224,0.6084129767569508,11.942064883784754,0
10.120948136913768,0.38743111785173895,0.46418962738275366,2.4162074523449264,0.05713837110060505,4.604740684568842,8.604740684568842,0.9954337601213313,3.2513837110060506,0.6623318479198189,12.139525931543115,0
6.963644226556528,0.9086507134656628,0.06908461875477791,1.9636442265565277,0.08518221132782637,11.818221132782638,66.63644226556528,0.9959135793574652,3.3845379847712986,0.5963644226556527,9.381822113278265,0
10.062725082126722,0.3358868565214875,0.47156812705316803,1.9843187294683193,0.06178406352658403,6.0,10.843187294683194,0.9960679696603904,3.2456812705316804,0.574884446860882,11.827506024151514,0
7.6208884951839275,0.5894983817644515,0.13309208598948985,2.182730214973725,0.07630920859894898,26.654604299474492,60.0,0.996313815828021,3.2817269785026273,0.6176316560420406,9.98996763528903,0
9.779042391641871,0.5090117715939954,0.4795211958209356,2.579042391641871,0.24245526099107365,5.0,20.0,0.9988994034798809,3.302036108823911,0.7816169566567486,10.666467826626993,0
7.316163424819576,0.657850777150147,0.06969805489174544,1.9419182875902121,0.16541918287590213,4.0,11.580817124097878,0.996625968096652,3.3144937738672757,0.7174778221932787,9.535346300721697,0
8.103688773839643,0.801912584922643,0.38635926884669636,2.1523054836497773,0.09418664752496474,8.504610967299554,86.0,0.9967578386444093,3.2636407311533038,0.5984101827883259,9.802766580379734,0
7.560334892160763,0.5117090360843597,0.2979330215678474,1.636200935296458,0.08036200935296459,14.879330215678474,41.87933021567847,0.9975007389348827,3.3136200935296456,0.6194861366653406,9.181004676482289,0
12.158376975222566,0.31557040513275036,0.5791264821240056,2.6442959486724966,0.09344295948672496,15.442959486724964,47.0,0.999157040513275,3.0810071640707477,0.7916133895572356,10.6,0
5.484309681811576,0.7886841313601353,0.0384309681811576,1.4694141909130543,0.04476861936362315,12.462761272753696,87.5372387272463,0.9924555313527303,3.56,0.8477656763652217,12.9,0
8.65412638818284,0.5520509518742204,0.24618937071152444,5.901941829733101,0.07494659968233972,5.0,17.497572712833623,0.9987004854574333,3.3045388154383883,0.6404369116899478,10.303398202032927,0
10.912040451792182,0.3744432736712522,0.42018645352281014,2.7,0.09319445907910935,16.53702728059377,47.26851364029688,0.9988148109122376,3.1468513640296885,0.9179648166871841,10.519445907910935,0
10.392140380377246,0.44670111857289063,0.49958118008919433,4.491623601783886,0.10670682606243603,5.0,13.041881991080567,0.9981256459732417,3.2787435402675826,0.826230620802749,11.516752796432227,0
9.420446004245418,0.5113420194480955,0.33645352050945027,2.277955399575458,0.11155910799150917,11.0,37.77955399575458,0.9970539293412313,3.222364319660367,0.5842490604669961,10.877955399575459,0
9.425200050657722,0.7334563468272111,0.3018691038037834,2.8455272911482616,0.07777236354425869,23.772363544258692,55.77236354425869,0.9985365818734447,3.2917890835406953,0.6950400101315442,10.520327240490541,0
8.439417531499506,0.3090518068914278,0.3901456171251235,1.719708765749753,0.06943074777580285,8.0,20.06569588583251,0.996139055170482,3.382116493700099,0.6078835062999012,10.440873702750741,0
10.80029534656152,0.44170112376551074,0.39919374010147274,2.2334317821871736,0.10399409306876958,7.832841089064132,32.0,0.9987671589109359,2.909223274757625,0.5234022475310214,9.691937401014727,0
10.272917128627618,0.37385469792176074,0.47541657427447637,2.381248614117146,0.0666562985058999,5.36458564313809,13.0,0.9976510419900394,3.1119795593334754,0.7472917128627617,10.82812707882428,0
6.688946196330412,0.7465168210704209,0.12215918403654646,1.4221076073391754,0.1900026961224192,16.0,28.629820654434706,0.9949321076073392,3.3348071738226115,0.558123314923488,9.911053803669589,0
7.717752556771324,0.41387157467264707,0.33983946834080886,2.340321063318382,0.07459678936681617,9.596789366816177,47.19357873363236,0.9970355051135427,3.3682247443228674,0.49225685065470587,9.4,0
8.602877458764546,0.38437655060101517,0.23571936469113636,1.9504795764607576,0.088,12.0,18.75239788230379,0.9956950479576461,3.2071403176544315,0.5524760211769622,10.424760211769621,0
7.318776411010559,0.47250352146807456,0.2681223588989441,2.2125176073403727,0.0881877641101056,7.062588036701864,38.468705981649066,0.9958720748433132,3.4043811625691305,0.5662588036701864,10.678023757792857,0
6.322561928771705,0.6077438071228295,0.06290247715086822,1.9322561928771704,0.07083842893157559,9.322561928771705,16.677438071228295,0.9949051644721087,3.4909694264105466,0.7187132335333759,10.890305735894534,0
7.457233676920963,0.3443084192302409,0.5714626288453614,1.7714626288453614,0.29218838055663304,21.571542096151205,67.0,0.9964573926115327,3.288529424424054,1.0015023624982828,10.128378436542953,0
6.626850353595686,0.43194489392129415,0.22518099006792103,2.287952475169803,0.076,22.0,53.26850353595686,0.9957053700707191,3.346850353595686,0.7649919094167048,9.64905459674392,0
